"File_path","Genre"
"Album_Covers/Country/R-4080454-1508547480-8003-jpeg.jpg","Country"
"Album_Covers/Country/R-20939464-1636846545-7506-jpeg.jpg","Country"
"Album_Covers/Country/R-17292757-1613146246-8368-jpeg.jpg","Country"
"Album_Covers/Country/R-2421086-1334679710-jpeg.jpg","Country"
"Album_Covers/Country/R-6058756-1422193557-2777-jpeg.jpg","Country"
"Album_Covers/Country/R-10207390-1493403816-1766-jpeg.jpg","Country"
"Album_Covers/Country/R-4736529-1373880778-5457-jpeg.jpg","Country"
"Album_Covers/Country/R-3603818-1439920398-2401-jpeg.jpg","Country"
"Album_Covers/Country/R-1756193-1551226963-8298-jpeg.jpg","Country"
"Album_Covers/Country/R-1681596-1236543797-jpeg.jpg","Country"
"Album_Covers/Country/R-9905637-1488323882-3593-jpeg.jpg","Country"
"Album_Covers/Country/R-7522671-1443227724-1646-jpeg.jpg","Country"
"Album_Covers/Country/R-1707542-1273789253-jpeg.jpg","Country"
"Album_Covers/Country/R-1446759-1247961595-jpeg.jpg","Country"
"Album_Covers/Country/R-2404653-1333721031-jpeg.jpg","Country"
"Album_Covers/Country/R-2689770-1518686837-5230-jpeg.jpg","Country"
"Album_Covers/Country/R-1301612-1376017389-6510-jpeg.jpg","Country"
"Album_Covers/Country/R-5456058-1394084391-7379-jpeg.jpg","Country"
"Album_Covers/Country/R-1318263-1561395793-1052-jpeg.jpg","Country"
"Album_Covers/Country/R-2843752-1467389519-8699-mpo.jpg","Country"
"Album_Covers/Country/R-1379476-1364697198-5238-jpeg.jpg","Country"
"Album_Covers/Country/R-14163755-1585045990-6858-jpeg.jpg","Country"
"Album_Covers/Country/R-3043498-1316889116-jpeg.jpg","Country"
"Album_Covers/Country/R-2535069-1292910641-jpeg.jpg","Country"
"Album_Covers/Country/R-5886670-1405475517-7196-jpeg.jpg","Country"
"Album_Covers/Country/R-13290434-1551478299-5244-jpeg.jpg","Country"
"Album_Covers/Country/R-1119907-1426408197-7180-jpeg.jpg","Country"
"Album_Covers/Country/R-2180244-1297106563-jpeg.jpg","Country"
"Album_Covers/Country/R-2833989-1309008014-jpeg.jpg","Country"
"Album_Covers/Country/R-2689379-1588071926-5914-jpeg.jpg","Country"
"Album_Covers/Country/R-4095406-1410977288-6039-jpeg.jpg","Country"
"Album_Covers/Country/R-13306278-1551826658-4170-jpeg.jpg","Country"
"Album_Covers/Country/R-4033095-1596648223-9582-jpeg.jpg","Country"
"Album_Covers/Country/R-16198105-1605732750-6233-jpeg.jpg","Country"
"Album_Covers/Country/R-6987728-1524693525-7221-jpeg.jpg","Country"
"Album_Covers/Country/R-9405519-1622061285-4783-jpeg.jpg","Country"
"Album_Covers/Country/R-1762395-1438926863-9387-jpeg.jpg","Country"
"Album_Covers/Country/R-3252974-1484957098-3780-jpeg.jpg","Country"
"Album_Covers/Country/R-2335515-1540837450-2434-jpeg.jpg","Country"
"Album_Covers/Country/R-1352608-1589321019-6111-jpeg.jpg","Country"
"Album_Covers/Country/R-4475773-1365945188-7349-jpeg.jpg","Country"
"Album_Covers/Country/R-1266083-1209336073-jpeg.jpg","Country"
"Album_Covers/Country/R-1764143-1506237783-5157-jpeg.jpg","Country"
"Album_Covers/Country/R-3026108-1391909123-5544-jpeg.jpg","Country"
"Album_Covers/Country/R-1559083-1437433908-6166-mpo.jpg","Country"
"Album_Covers/Country/R-1841741-1377986976-2003-jpeg.jpg","Country"
"Album_Covers/Country/R-2225871-1413795698-9048-jpeg.jpg","Country"
"Album_Covers/Country/R-6102971-1411178503-6482-jpeg.jpg","Country"
"Album_Covers/Country/R-11532380-1518016788-2926-jpeg.jpg","Country"
"Album_Covers/Country/R-1052738-1295790562-jpeg.jpg","Country"
"Album_Covers/Country/R-2065622-1377388291-4628-jpeg.jpg","Country"
"Album_Covers/Country/R-4984679-1381354440-9488-jpeg.jpg","Country"
"Album_Covers/Country/R-1518988-1225636907-jpeg.jpg","Country"
"Album_Covers/Country/R-2166168-1449817841-8070-jpeg.jpg","Country"
"Album_Covers/Country/R-1109306-1262743524-jpeg.jpg","Country"
"Album_Covers/Country/R-5426947-1393087741-8688-jpeg.jpg","Country"
"Album_Covers/Country/R-1102923-1261699035-jpeg.jpg","Country"
"Album_Covers/Country/R-15497380-1595894898-5829-jpeg.jpg","Country"
"Album_Covers/Country/R-7467817-1628010443-3529-jpeg.jpg","Country"
"Album_Covers/Country/R-2226358-1587655301-7654-jpeg.jpg","Country"
"Album_Covers/Country/R-3328387-1501241247-6145-jpeg.jpg","Country"
"Album_Covers/Country/R-8337928-1459644805-8220-jpeg.jpg","Country"
"Album_Covers/Country/R-3052023-1519504827-3068-jpeg.jpg","Country"
"Album_Covers/Country/R-2046490-1260642738-jpeg.jpg","Country"
"Album_Covers/Country/R-7124762-1434278400-2998-jpeg.jpg","Country"
"Album_Covers/Country/R-1479915-1355775711-1199-jpeg.jpg","Country"
"Album_Covers/Country/R-2754979-1369504151-8504-jpeg.jpg","Country"
"Album_Covers/Country/R-6625656-1487813180-5125-jpeg.jpg","Country"
"Album_Covers/Country/R-2111140-1457819364-4958-jpeg.jpg","Country"
"Album_Covers/Country/R-2560059-1317149741-jpeg.jpg","Country"
"Album_Covers/Country/R-2585836-1442856908-9540-jpeg.jpg","Country"
"Album_Covers/Country/R-1801002-1294585893-jpeg.jpg","Country"
"Album_Covers/Country/R-4872185-1379276648-2068-jpeg.jpg","Country"
"Album_Covers/Country/R-2656972-1395520899-9357-jpeg.jpg","Country"
"Album_Covers/Country/R-1852680-1455425370-3256-jpeg.jpg","Country"
"Album_Covers/Country/R-5469776-1394187554-8164-jpeg.jpg","Country"
"Album_Covers/Country/R-2429109-1419986495-8103-jpeg.jpg","Country"
"Album_Covers/Country/R-12808726-1624306229-7321-jpeg.jpg","Country"
"Album_Covers/Country/R-6620772-1423254261-9564-jpeg.jpg","Country"
"Album_Covers/Country/R-1364804-1382469368-7179-jpeg.jpg","Country"
"Album_Covers/Country/R-9794275-1486686594-2463-jpeg.jpg","Country"
"Album_Covers/Country/R-1775262-1483498919-5880-jpeg.jpg","Country"
"Album_Covers/Country/R-11583274-1518910731-2606-jpeg.jpg","Country"
"Album_Covers/Country/R-5780483-1536851978-3582-jpeg.jpg","Country"
"Album_Covers/Country/R-1635529-1415479327-6856-jpeg.jpg","Country"
"Album_Covers/Country/R-3051791-1313439436-jpeg.jpg","Country"
"Album_Covers/Country/R-1632355-1378265357-7252-jpeg.jpg","Country"
"Album_Covers/Country/R-1531875-1309193865-jpeg.jpg","Country"
"Album_Covers/Country/R-1560391-1297110112-jpeg.jpg","Country"
"Album_Covers/Country/R-5907128-1405990212-4332-jpeg.jpg","Country"
"Album_Covers/Country/R-2159448-1397522347-8566-jpeg.jpg","Country"
"Album_Covers/Country/R-11895475-1524685496-8998-jpeg.jpg","Country"
"Album_Covers/Country/R-1497793-1224168955-jpeg.jpg","Country"
"Album_Covers/Country/R-5287777-1491037636-4458-jpeg.jpg","Country"
"Album_Covers/Country/R-4071084-1536272668-3194-jpeg.jpg","Country"
"Album_Covers/Country/R-3235296-1525511040-8702-jpeg.jpg","Country"
"Album_Covers/Country/R-1956621-1431680038-9419-jpeg.jpg","Country"
"Album_Covers/Country/R-1526347-1354815273-7541-jpeg.jpg","Country"
"Album_Covers/Country/R-1339297-1589818208-9709-jpeg.jpg","Country"
"Album_Covers/Country/R-2599535-1317004044-jpeg.jpg","Country"
"Album_Covers/Country/R-1820601-1336822847-2917-jpeg.jpg","Country"
"Album_Covers/Country/R-9496608-1481582733-1693-jpeg.jpg","Country"
"Album_Covers/Country/R-5065328-1386502669-8402-jpeg.jpg","Country"
"Album_Covers/Country/R-3648364-1338803699-9530-jpeg.jpg","Country"
"Album_Covers/Country/R-2351796-1483919987-6645-jpeg.jpg","Country"
"Album_Covers/Country/R-3419423-1519135654-3674-jpeg.jpg","Country"
"Album_Covers/Country/R-2926550-1562276980-1821-jpeg.jpg","Country"
"Album_Covers/Country/R-2337954-1295416630-jpeg.jpg","Country"
"Album_Covers/Country/R-2706275-1336083416-jpeg.jpg","Country"
"Album_Covers/Country/R-1504130-1233755812-jpeg.jpg","Country"
"Album_Covers/Country/R-12042493-1630243451-2446-jpeg.jpg","Country"
"Album_Covers/Country/R-2842963-1303580296-jpeg.jpg","Country"
"Album_Covers/Country/R-1623674-1334547725-jpeg.jpg","Country"
"Album_Covers/Country/R-10502809-1498771368-7929-jpeg.jpg","Country"
"Album_Covers/Country/R-2158981-1267190821-jpeg.jpg","Country"
"Album_Covers/Country/R-2079686-1262826669-jpeg.jpg","Country"
"Album_Covers/Country/R-16176084-1604747670-4769-jpeg.jpg","Country"
"Album_Covers/Country/R-3055287-1620234676-5697-jpeg.jpg","Country"
"Album_Covers/Country/R-1895043-1255764105-jpeg.jpg","Country"
"Album_Covers/Country/R-4256953-1359920491-1599-jpeg.jpg","Country"
"Album_Covers/Country/R-2573292-1382319047-4412-jpeg.jpg","Country"
"Album_Covers/Country/R-3195726-1529332067-9861-jpeg.jpg","Country"
"Album_Covers/Country/R-1795204-1457167875-8344-jpeg.jpg","Country"
"Album_Covers/Country/R-1738755-1459583491-9652-jpeg.jpg","Country"
"Album_Covers/Country/R-3043940-1495521465-3793-jpeg.jpg","Country"
"Album_Covers/Country/R-3757982-1365876152-5698-jpeg.jpg","Country"
"Album_Covers/Country/R-2062405-1469256883-5436-jpeg.jpg","Country"
"Album_Covers/Country/R-4774293-1375106406-2680-jpeg.jpg","Country"
"Album_Covers/Country/R-7780421-1448635497-1473-jpeg.jpg","Country"
"Album_Covers/Country/R-1775226-1616088324-3943-jpeg.jpg","Country"
"Album_Covers/Country/R-2087952-1398536037-4504-jpeg.jpg","Country"
"Album_Covers/Country/R-7083033-1433303387-5642-jpeg.jpg","Country"
"Album_Covers/Country/R-3583533-1423258907-1053-jpeg.jpg","Country"
"Album_Covers/Country/R-2300049-1502696252-6910-jpeg.jpg","Country"
"Album_Covers/Country/R-1464824-1323326733-jpeg.jpg","Country"
"Album_Covers/Country/R-11896884-1524927998-6157-jpeg.jpg","Country"
"Album_Covers/Country/R-2300054-1485276088-8337-jpeg.jpg","Country"
"Album_Covers/Country/R-5024256-1382438005-1012-jpeg.jpg","Country"
"Album_Covers/Country/R-2616187-1537683701-4781-jpeg.jpg","Country"
"Album_Covers/Country/R-2033822-1306477073-jpeg.jpg","Country"
"Album_Covers/Country/R-3274350-1323447212-jpeg.jpg","Country"
"Album_Covers/Country/R-5141738-1385624192-7751-jpeg.jpg","Country"
"Album_Covers/Country/R-4118129-1355883823-7842-jpeg.jpg","Country"
"Album_Covers/Country/R-7838051-1449866723-1927-jpeg.jpg","Country"
"Album_Covers/Country/R-5356359-1392569924-1693-jpeg.jpg","Country"
"Album_Covers/Country/R-2510786-1519445946-8916-jpeg.jpg","Country"
"Album_Covers/Country/R-4453736-1587411151-7324-jpeg.jpg","Country"
"Album_Covers/Country/R-1615877-1271760716-jpeg.jpg","Country"
"Album_Covers/Country/R-12146525-1529240761-1533-jpeg.jpg","Country"
"Album_Covers/Country/R-8008528-1453393788-9420-jpeg.jpg","Country"
"Album_Covers/Country/R-1260747-1371956504-2863-jpeg.jpg","Country"
"Album_Covers/Country/R-5702796-1464985777-9422-jpeg.jpg","Country"
"Album_Covers/Country/R-3719170-1481911443-3382-jpeg.jpg","Country"
"Album_Covers/Country/R-7478564-1442302639-8134-jpeg.jpg","Country"
"Album_Covers/Country/R-2274538-1576074847-5766-jpeg.jpg","Country"
"Album_Covers/Country/R-1621676-1433286142-1436-jpeg.jpg","Country"
"Album_Covers/Country/R-4395047-1363727993-1168-jpeg.jpg","Country"
"Album_Covers/Country/R-4860518-1377954577-9133-jpeg.jpg","Country"
"Album_Covers/Country/R-1521028-1379843084-2772-jpeg.jpg","Country"
"Album_Covers/Country/R-8264388-1458236101-8174-jpeg.jpg","Country"
"Album_Covers/Country/R-1307643-1364677750-4710-jpeg.jpg","Country"
"Album_Covers/Country/R-4506732-1366823862-2630-jpeg.jpg","Country"
"Album_Covers/Country/R-1511838-1225207345-jpeg.jpg","Country"
"Album_Covers/Country/R-2980858-1330562550-jpeg.jpg","Country"
"Album_Covers/Country/R-5790318-1485352958-9961-jpeg.jpg","Country"
"Album_Covers/Country/R-7684728-1447213034-4141-jpeg.jpg","Country"
"Album_Covers/Country/R-4834126-1377361436-6425-jpeg.jpg","Country"
"Album_Covers/Country/R-5521567-1512850191-6925-jpeg.jpg","Country"
"Album_Covers/Country/R-5758795-1401861189-8005-jpeg.jpg","Country"
"Album_Covers/Country/R-3186618-1605223128-5832-jpeg.jpg","Country"
"Album_Covers/Country/R-5886669-1405475475-1852-jpeg.jpg","Country"
"Album_Covers/Country/R-9995124-1489868706-5053-jpeg.jpg","Country"
"Album_Covers/Country/R-7364303-1439876850-6566-jpeg.jpg","Country"
"Album_Covers/Country/R-2299930-1299106952-jpeg.jpg","Country"
"Album_Covers/Country/R-4826076-1553106372-4810-jpeg.jpg","Country"
"Album_Covers/Country/R-2746760-1299187836-jpeg.jpg","Country"
"Album_Covers/Country/R-3905437-1362878189-3186-jpeg.jpg","Country"
"Album_Covers/Country/R-4401755-1607292563-6168-jpeg.jpg","Country"
"Album_Covers/Country/R-1707384-1577674457-2873-jpeg.jpg","Country"
"Album_Covers/Country/R-5329528-1415412060-9868-jpeg.jpg","Country"
"Album_Covers/Country/R-2740045-1604550701-7518-jpeg.jpg","Country"
"Album_Covers/Country/R-10023027-1490303708-1796-jpeg.jpg","Country"
"Album_Covers/Country/R-2284327-1446149865-2401-jpeg.jpg","Country"
"Album_Covers/Country/R-20414812-1633298574-6296-jpeg.jpg","Country"
"Album_Covers/Country/R-1834651-1610010229-5356-jpeg.jpg","Country"
"Album_Covers/Country/R-1898724-1250991244-jpeg.jpg","Country"
"Album_Covers/Country/R-1635593-1233616330-jpeg.jpg","Country"
"Album_Covers/Country/R-1797185-1493274244-9668-jpeg.jpg","Country"
"Album_Covers/Country/R-1243811-1548524342-7103-jpeg.jpg","Country"
"Album_Covers/Country/R-2246660-1522265494-4227-jpeg.jpg","Country"
"Album_Covers/Country/R-1876614-1410554114-2752-jpeg.jpg","Country"
"Album_Covers/Country/R-5617754-1398105665-8375-jpeg.jpg","Country"
"Album_Covers/Country/R-1480248-1510588802-2678-jpeg.jpg","Country"
"Album_Covers/Country/R-1768249-1425320300-2572-jpeg.jpg","Country"
"Album_Covers/Country/R-17911732-1616171866-1616-jpeg.jpg","Country"
"Album_Covers/Country/R-2422481-1489142417-8916-jpeg.jpg","Country"
"Album_Covers/Country/R-1483602-1294747284-jpeg.jpg","Country"
"Album_Covers/Country/R-1623641-1254311850-jpeg.jpg","Country"
"Album_Covers/Country/R-1767788-1550934144-7024-jpeg.jpg","Country"
"Album_Covers/Country/R-1675404-1269424537-jpeg.jpg","Country"
"Album_Covers/Country/R-4916526-1445386998-5596-jpeg.jpg","Country"
"Album_Covers/Country/R-3916364-1495996694-5738-jpeg.jpg","Country"
"Album_Covers/Country/R-4760214-1374629707-4781-jpeg.jpg","Country"
"Album_Covers/Country/R-10927717-1611252527-1624-jpeg.jpg","Country"
"Album_Covers/Country/R-5550034-1418011011-8756-jpeg.jpg","Country"
"Album_Covers/Country/R-2989981-1310665496-jpeg.jpg","Country"
"Album_Covers/Country/R-8821792-1469485390-4307-jpeg.jpg","Country"
"Album_Covers/Country/R-2743369-1369800482-4650-jpeg.jpg","Country"
"Album_Covers/Country/R-1634829-1580622584-7257-jpeg.jpg","Country"
"Album_Covers/Country/R-5013918-1548396272-4506-jpeg.jpg","Country"
"Album_Covers/Country/R-2966540-1473501220-6035-jpeg.jpg","Country"
"Album_Covers/Country/R-11209096-1524690655-2192-jpeg.jpg","Country"
"Album_Covers/Country/R-5397146-1392342913-8869-jpeg.jpg","Country"
"Album_Covers/Country/R-1513955-1558792416-5961-jpeg.jpg","Country"
"Album_Covers/Country/R-8012280-1453902421-1599-jpeg.jpg","Country"
"Album_Covers/Country/R-1595080-1412007405-2164-jpeg.jpg","Country"
"Album_Covers/Country/R-1829508-1246217052-jpeg.jpg","Country"
"Album_Covers/Country/R-10944441-1507559821-8309-jpeg.jpg","Country"
"Album_Covers/Country/R-11820721-1522950564-6434-jpeg.jpg","Country"
"Album_Covers/Country/R-16192009-1605021858-5054-jpeg.jpg","Country"
"Album_Covers/Country/R-7210216-1436230361-7407-jpeg.jpg","Country"
"Album_Covers/Country/R-1882033-1458421779-1704-jpeg.jpg","Country"
"Album_Covers/Country/R-2393097-1286529494-jpeg.jpg","Country"
"Album_Covers/Country/R-1570317-1432052285-8395-jpeg.jpg","Country"
"Album_Covers/Country/R-1758902-1280197708-jpeg.jpg","Country"
"Album_Covers/Country/R-1678804-1378255463-4376-jpeg.jpg","Country"
"Album_Covers/Country/R-1431008-1329575452-jpeg.jpg","Country"
"Album_Covers/Country/R-2608090-1292945397-jpeg.jpg","Country"
"Album_Covers/Country/R-2121265-1459997175-3813-jpeg.jpg","Country"
"Album_Covers/Country/R-1557140-1462220554-5528-jpeg.jpg","Country"
"Album_Covers/Country/R-2883686-1633378932-8978-jpeg.jpg","Country"
"Album_Covers/Country/R-1277331-1324230867-jpeg.jpg","Country"
"Album_Covers/Country/R-2869737-1304873044-jpeg.jpg","Country"
"Album_Covers/Country/R-12093134-1528144923-5996-jpeg.jpg","Country"
"Album_Covers/Country/R-2572449-1482719650-9663-jpeg.jpg","Country"
"Album_Covers/Country/R-1502737-1602036987-6910-jpeg.jpg","Country"
"Album_Covers/Country/R-9487184-1481428072-1137-jpeg.jpg","Country"
"Album_Covers/Country/R-2663646-1629390127-6888-jpeg.jpg","Country"
"Album_Covers/Country/R-16096343-1603370519-8456-jpeg.jpg","Country"
"Album_Covers/Country/R-1577402-1370369516-6130-jpeg.jpg","Country"
"Album_Covers/Country/R-2247066-1272156188-jpeg.jpg","Country"
"Album_Covers/Country/R-2423334-1283265269-jpeg.jpg","Country"
"Album_Covers/Country/R-1472388-1318548048-jpeg.jpg","Country"
"Album_Covers/Country/R-2300003-1322868087-jpeg.jpg","Country"
"Album_Covers/Country/R-10938580-1506852180-9950-jpeg.jpg","Country"
"Album_Covers/Country/R-2334279-1512709132-7569-jpeg.jpg","Country"
"Album_Covers/Country/R-1578683-1309345290-jpeg.jpg","Country"
"Album_Covers/Country/R-2201165-1378147888-5449-jpeg.jpg","Country"
"Album_Covers/Country/R-1369895-1611831402-7294-jpeg.jpg","Country"
"Album_Covers/Country/R-2144955-1540699100-2220-jpeg.jpg","Country"
"Album_Covers/Country/R-3417344-1526697049-1188-jpeg.jpg","Country"
"Album_Covers/Country/R-2874523-1305121636-jpeg.jpg","Country"
"Album_Covers/Country/R-2611086-1366942211-4147-jpeg.jpg","Country"
"Album_Covers/Country/R-1568248-1383819738-4626-jpeg.jpg","Country"
"Album_Covers/Country/R-2660475-1325248710-jpeg.jpg","Country"
"Album_Covers/Country/R-4395885-1368133526-2568-jpeg.jpg","Country"
"Album_Covers/Country/R-2198014-1442172742-5741-jpeg.jpg","Country"
"Album_Covers/Country/R-2809138-1336116334-jpeg.jpg","Country"
"Album_Covers/Country/R-2068488-1377385495-7834-jpeg.jpg","Country"
"Album_Covers/Country/R-2079923-1494777645-2256-jpeg.jpg","Country"
"Album_Covers/Country/R-9630238-1483897201-5029-jpeg.jpg","Country"
"Album_Covers/Country/R-1385897-1215148940-jpeg.jpg","Country"
"Album_Covers/Country/R-5482113-1394488569-5656-jpeg.jpg","Country"
"Album_Covers/Country/R-2472807-1598117664-6598-jpeg.jpg","Country"
"Album_Covers/Country/R-2475771-1286194698-jpeg.jpg","Country"
"Album_Covers/Country/R-2584279-1446854846-1215-jpeg.jpg","Country"
"Album_Covers/Country/R-10371068-1496187398-7182-jpeg.jpg","Country"
"Album_Covers/Country/R-9746822-1485724974-9411-jpeg.jpg","Country"
"Album_Covers/Country/R-1845459-1303363017-jpeg.jpg","Country"
"Album_Covers/Country/R-11226790-1561942494-4987-jpeg.jpg","Country"
"Album_Covers/Country/R-3532879-1461255011-3900-jpeg.jpg","Country"
"Album_Covers/Country/R-2295229-1377388600-9360-jpeg.jpg","Country"
"Album_Covers/Country/R-11960013-1525524294-2732-jpeg.jpg","Country"
"Album_Covers/Country/R-2566903-1309295100-gif.jpg","Country"
"Album_Covers/Country/R-5508422-1429720227-4496-jpeg.jpg","Country"
"Album_Covers/Country/R-12054700-1527995449-2786-jpeg.jpg","Country"
"Album_Covers/Country/R-1752581-1616409336-2211-jpeg.jpg","Country"
"Album_Covers/Country/R-1339220-1567798376-9057-jpeg.jpg","Country"
"Album_Covers/Country/R-1484789-1265773290-jpeg.jpg","Country"
"Album_Covers/Country/R-8487037-1563030525-3463-jpeg.jpg","Country"
"Album_Covers/Country/R-1718768-1266534115-jpeg.jpg","Country"
"Album_Covers/Country/R-2009521-1411318845-8910-jpeg.jpg","Country"
"Album_Covers/Country/R-7756476-1525780426-6001-jpeg.jpg","Country"
